fit-54.3	america		exist-47.1-1	Synset('fear.n.01')
amuse-31.1	Synset('framework.n.03')		Synset('monetary_unit.n.01')	Synset('commerce.n.01')
exist-47.1-1	japan		other_cos-45.4	Synset('anticipation.n.01')
appear-48.1.1	Synset('value.n.02')		judgement-33	gore
appear-48.1.1	Synset('insufficiency.n.03')		Synset('indefinite_quantity.n.01')	Synset('levy.n.01')
Synset('power.n.01')	Synset('weapon.n.01')		other_cos-45.4	Synset('formation.n.01')
other_cos-45.4	Synset('season.n.02')		calibratable_cos-45.6-1	Synset('framework.n.03')
Synset('income.n.01')	Synset('residence.n.01')		Synset('value.n.02')	contiguous_location-47.8
Synset('income.n.01')	Synset('capitalist.n.02')		calibratable_cos-45.6-1	Synset('precious_metal.n.01')
bring-11.3	Synset('capitalist.n.02')		calibratable_cos-45.6-1	Synset('value.n.02')
other_cos-45.4	Synset('residence.n.01')		fill-9.8	Synset('quality.n.01')
exist-47.1-1	Synset('interest.n.01')		other_cos-45.4	Synset('anticipation.n.01')
calibratable_cos-45.6-1	Synset('attraction.n.01')		calibratable_cos-45.6-1	dow
near	Synset('choice.n.02')		Synset('discussion.n.02')	Synset('order.n.03')
exist-47.1-1	Synset('merchant.n.01')		other_cos-45.4	Synset('monetary_unit.n.01')
dow	Synset('component.n.01')		Synset('framework.n.03')	withdraw-82-3
Synset('military_action.n.01')	carry-11.4		begin-55.1-1	Synset('order.n.03')
Synset('indefinite_quantity.n.01')	cheat-10.6-1		Synset('value.n.02')	Synset('meat.n.01')
Synset('person.n.01')	accompany-51.7		characterize-29.2-1	Synset('adult.n.01')
Synset('gathering.n.01')	await		amuse-31.1	Synset('monetary_unit.n.01')
exist-47.1-1	Synset('capitalist.n.02')		Synset('value.n.02')	Synset('funds.n.01')
near	Synset('vote.n.02')		get-13.5.1	Synset('person.n.01')
calibratable_cos-45.6-1	Synset('precious_metal.n.01')		Synset('monetary_unit.n.01')	contiguous_location-47.8
bring-11.3	Synset('framework.n.03')		amuse-31.1	Synset('value.n.02')
braid-41.2.2	Synset('scale.n.01')		appear-48.1.1	dow
calibratable_cos-45.6-1	Synset('reimbursement.n.01')		calibratable_cos-45.6-1	Synset('income.n.01')
mets	defeat		appear-48.1.1	Synset('artifact.n.01')
Synset('activity.n.01')	Synset('creation.n.02')		appear-48.1.1	Synset('anticipation.n.01')
appear-48.1.1	continue-55.3		Synset('monetary_unit.n.01')	Synset('time_unit.n.01')
Synset('happening.n.01')	Synset('building.n.01')		Synset('activity.n.01')	declare-29.4-1-1-2
calibratable_cos-45.6-1	Synset('indefinite_quantity.n.01')		braid-41.2.2	Synset('evidence.n.02')
contribute-13.2-1	dow		Synset('framework.n.03')	Synset('swimming.n.01')
appear-48.1.1	Synset('aggression.n.03')		other_cos-45.4	israel
Synset('activity.n.01')	neglect-75-1-1		Synset('happening.n.01')	disappearance-48.2
appear-48.1.1	Synset('attraction.n.01')		appear-48.1.1	Synset('framework.n.03')
await	Synset('agent.n.05')		calibratable_cos-45.6-1	Synset('framework.n.03')
appear-48.1.1	Synset('choice.n.02')		conjecture-29.5-1	Synset('woody_plant.n.01')
Synset('ill_health.n.01')	put-9.1		peer-30.3	Synset('statement.n.01')
begin-55.1-1	peer-30.3		Synset('leader.n.01')	reagan
appear-48.1.1	Synset('activity.n.01')		Synset('leader.n.01')	complete-55.2
calibratable_cos-45.6-1	Synset('value.n.02')		dow	Synset('component.n.01')
appear-48.1.1	Synset('value.n.02')		calibratable_cos-45.6-1	Synset('funds.n.01')
amuse-31.1	neglect-75-1-1		calibratable_cos-45.6-1	Synset('evaluation.n.02')
Synset('time_period.n.01')	Synset('organization.n.01')		Synset('military_action.n.01')	Synset('legislature.n.01')
Synset('military_action.n.01')	carry-11.4		begin-55.1-1	Synset('discussion.n.02')
appear-48.1.1	Synset('noise.n.01')		murder-42.1-1	Synset('force.n.04')
Synset('anticipation.n.01')	Synset('share.n.01')		contribute-13.2-1	Synset('object.n.01')
calibratable_cos-45.6-1	Synset('tax.n.01')		stop-55.4-1	Synset('monetary_unit.n.01')
Synset('time_period.n.01')	stop-55.4-1		Synset('message.n.02')	tell-37.2
Synset('person.n.01')	Synset('season.n.02')		get-13.5.1	Synset('computer_network.n.01')
amuse-31.1	Synset('happening.n.01')		Synset('municipality.n.01')	peer-30.3
amuse-31.1	Synset('curiosity.n.01')		Synset('monetary_unit.n.01')	Synset('emergence.n.01')
Synset('force.n.04')	Synset('confederate_soldier.n.01')		escape-51.1-1	Synset('exile.n.01')
calibratable_cos-45.6-1	Synset('property.n.02')		Synset('person.n.01')	poison-42.2
appear-48.1.1	Synset('military_action.n.01')		Synset('framework.n.03')	nonvehicle-51.4.2
dow	Synset('component.n.01')		Synset('framework.n.03')	Synset('flow.n.01')
conjecture-29.5-1	Synset('agent.n.05')		Synset('value.n.02')	Synset('funds.n.01')
calibratable_cos-45.6-1	Synset('reimbursement.n.01')		indicate-78-1	Synset('document.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		Synset('value.n.02')	Synset('precious_metal.n.01')
Synset('area.n.01')	Synset('liquid_body_substance.n.01')		Synset('person.n.01')	Synset('capture.n.01')
Synset('time_period.n.01')	near		convert-26.6.2	Synset('animal.n.01')
stop-55.4-1	Synset('meeting.n.04')		judgement-33	Synset('federal_government.n.01')
calibratable_cos-45.6-1	Synset('precious_metal.n.01')		other_cos-45.4	Synset('monetary_unit.n.01')
Synset('magnitude_relation.n.01')	Synset('curiosity.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
Synset('value.n.02')	Synset('attraction.n.01')		calibratable_cos-45.6-1	dow
Synset('american.n.01')	bump-18.4		Synset('emotion.n.01')	Synset('emergence.n.01')
Synset('merchant.n.01')	Synset('tax.n.01')		Synset('evaluation.n.02')	Synset('longing.n.01')
conjecture-29.5-1	Synset('magnitude_relation.n.01')		amuse-31.1	Synset('monetary_unit.n.01')
stop-55.4-1	Synset('framework.n.03')		calibratable_cos-45.6-1	Synset('component.n.01')
appear-48.1.1	Synset('document.n.01')		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
calibratable_cos-45.6-1	Synset('gregorian_calendar_month.n.01')		Synset('commerce.n.01')	Synset('insufficiency.n.03')
calibratable_cos-45.6-1	Synset('sum.n.01')		Synset('fund.n.01')	Synset('share.n.01')
Synset('agent.n.05')	Synset('decision.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
Synset('military_action.n.01')	Synset('weapon.n.01')		Synset('military_action.n.01')	Synset('formation.n.01')
appear-48.1.1	Synset('choice.n.02')		conjecture-29.5-1	Synset('advantage.n.01')
convert-26.6.2	Synset('concentration.n.05')		Synset('medium_of_exchange.n.01')	Synset('production.n.07')
Synset('indefinite_quantity.n.01')	cheat-10.6-1		Synset('lipid.n.01')	Synset('temperature_change.n.01')
await	Synset('capitalist.n.02')		appear-48.1.1	Synset('funds.n.01')
other_cos-45.4	Synset('emotion.n.01')		Synset('value.n.02')	Synset('sphere.n.05')
Synset('lipid.n.01')	Synset('tube.n.01')		Synset('time_period.n.01')	Synset('gathering.n.01')
ferret-35.6	Synset('genitor.n.01')		get-13.5.1	Synset('body.n.02')
calibratable_cos-45.6-1	Synset('attraction.n.01')		crane-40.3.2	Synset('agent.n.05')
calibratable_cos-45.6-1	Synset('residence.n.01')		other_cos-45.4	Synset('contest.n.01')
Synset('magnitude_relation.n.01')	Synset('curiosity.n.01')		Synset('indefinite_quantity.n.01')	conjecture-29.5-2
Synset('collection.n.01')	Synset('economic_process.n.01')		calibratable_cos-45.6-1	Synset('tax.n.01')
near	Synset('choice.n.02')		exist-47.1-1	Synset('questioning.n.01')
cheat-10.6-1	Synset('economic_process.n.01')		calibratable_cos-45.6-1	Synset('tax.n.01')
Synset('discussion.n.02')	continue-55.3		appear-48.1.1	Synset('person.n.01')
Synset('collection.n.01')	cheat-10.6-1		Synset('activity.n.01')	Synset('gathering.n.01')
other_cos-45.4	Synset('situation.n.03')		appear-48.1.1	Synset('objection.n.02')
Synset('military_action.n.01')	chechnya		Synset('change.n.01')	Synset('emergence.n.01')
fill-9.8	Synset('federal_government.n.01')		appear-48.1.1	Synset('interest.n.01')
Synset('activity.n.01')	ferret-35.6		clinton	Synset('decision_making.n.01')
Synset('discussion.n.02')	linger-53.1-1		Synset('municipality.n.01')	Synset('organization.n.01')
Synset('conflict.n.01')	bosnia		Synset('peace.n.01')	Synset('diplomat.n.01')
begin-55.1-1	Synset('attempt.n.01')		amuse-31.1	france
Synset('value.n.02')	Synset('lipid.n.01')		Synset('framework.n.03')	Synset('gathering.n.01')
ferret-35.6	Synset('capitalist.n.02')		Synset('gathering.n.01')	Synset('funds.n.01')
Synset('document.n.01')	Synset('merchant.n.01')		stop-55.4-1	Synset('funds.n.01')
ferret-35.6	Synset('area.n.01')		characterize-29.2-1	Synset('adult.n.01')
continue-55.3	Synset('aggression.n.03')		appear-48.1.1	Synset('phenomenon.n.01')
appear-48.1.1	Synset('celestial_body.n.01')		Synset('activity.n.01')	characterize-29.2-1
amuse-31.1	Synset('income.n.01')		Synset('framework.n.03')	Synset('swimming.n.01')
bring-11.3	Synset('way.n.06')		amuse-31.1	Synset('collection.n.01')
calibratable_cos-45.6-1	Synset('request.n.01')		Synset('legal_document.n.01')	Synset('building.n.01')
calibratable_cos-45.6-1	Synset('residence.n.01')		other_cos-45.4	Synset('anticipation.n.01')
mets	Synset('chromatic_color.n.01')		appear-48.1.1	Synset('artifact.n.01')
get-13.5.1	Synset('american.n.01')		Synset('time_period.n.01')	begin-55.1-1
appear-48.1.1	Synset('small_indefinite_quantity.n.01')		Synset('questioning.n.01')	swarm-47.5.1-2-1
other_cos-45.4	Synset('financial_gain.n.01')		appear-48.1.1	Synset('payment.n.02')
admire-31.2	Synset('sound.n.04')		appear-48.1.1	Synset('monetary_unit.n.01')
amuse-31.1	Synset('force.n.04')		Synset('adult.n.01')	masquerade-29.6-2
near	Synset('race.n.01')		Synset('military_action.n.01')	bring-11.3
begin-55.1-1	Synset('lipid.n.01')		appear-48.1.1	Synset('commerce.n.01')
get-13.5.1	Synset('heading.n.01')		bring-11.3	Synset('area.n.01')
calibratable_cos-45.6-1	Synset('cereal.n.01')		appear-48.1.1	Synset('lipid.n.01')
other_cos-45.4	Synset('system.n.02')		chew-39.2-1	Synset('rate.n.01')
bring-11.3	Synset('grasping.n.02')		other_cos-45.4	Synset('organic_process.n.01')
near	Synset('extremity.n.04')		Synset('municipality.n.01')	have
Synset('happening.n.01')	contiguous_location-47.8		disappearance-48.2	Synset('large_integer.n.01')
Synset('military_action.n.01')	help-72-1		Synset('military_action.n.01')	Synset('contestant.n.01')
run-51.3.2	Synset('leader.n.01')		appear-48.1.1	Synset('formation.n.01')
calibratable_cos-45.6-1	Synset('structure.n.01')		Synset('adult.n.01')	disappearance-48.2
begin-55.1-1	Synset('motion.n.06')		exist-47.1-1	Synset('interest.n.01')
Synset('document.n.01')	Synset('merchant.n.01')		crane-40.3.2	Synset('monetary_unit.n.01')
exist-47.1-1	Synset('extent.n.02')		Synset('activity.n.01')	new_york
stop-55.4-1	Synset('blockade.n.01')		Synset('municipality.n.01')	Synset('slope.n.01')
near	Synset('product.n.02')		other_cos-45.4	iraq
Synset('happening.n.01')	Synset('bodily_process.n.01')		Synset('activity.n.01')	Synset('force.n.04')
exist-47.1-1	Synset('atmospheric_phenomenon.n.01')		Synset('lipid.n.01')	Synset('temperature_change.n.01')
iraq	Synset('penetration.n.01')		characterize-29.2-1	perot
appear-48.1.1	Synset('season.n.02')		amuse-31.1	Synset('genitor.n.01')
Synset('structure.n.01')	Synset('explosive_device.n.01')		characterize-29.2-1	Synset('asian.n.01')
await	Synset('capitalist.n.02')		calibratable_cos-45.6-1	Synset('funds.n.01')
stop-55.4-1	Synset('precious_metal.n.01')		Synset('monetary_unit.n.01')	Synset('emergence.n.01')
Synset('public_transport.n.01')	break-45.1		disappearance-48.2	Synset('group.n.01')
Synset('fund.n.01')	albany		other_cos-45.4	Synset('gathering.n.01')
begin-55.1-1	korea		Synset('activity.n.01')	bump-18.4
Synset('activity.n.01')	Synset('season.n.02')		appear-48.1.1	Synset('anticipation.n.01')
other_cos-45.4	Synset('negative_stimulus.n.01')		Synset('value.n.02')	Synset('conductor.n.02')
Synset('property.n.02')	conjecture-29.5-2		amuse-31.1	Synset('funds.n.01')
calibratable_cos-45.6-1	Synset('lipid.n.01')		Synset('time_period.n.01')	Synset('gathering.n.01')
appear-48.1.1	Synset('monetary_unit.n.01')		Synset('value.n.02')	Synset('precious_metal.n.01')
convert-26.6.2	escape-51.1-2		bring-11.3	Synset('maneuver.n.04')
Synset('activity.n.01')	Synset('recovery.n.03')		other_cos-45.4	Synset('structure.n.01')
Synset('income.n.01')	fell		appear-48.1.1	Synset('gregorian_calendar_month.n.01')
get-13.5.1	Synset('property.n.02')		Synset('value.n.02')	Synset('funds.n.01')
amuse-31.1	Synset('assets.n.01')		calibratable_cos-45.6-1	dow
contribute-13.2-1	keep-15.2		get-13.5.1	Synset('computer_network.n.01')
judgement-33	Synset('politician.n.02')		amuse-31.1	Synset('educator.n.01')
appear-48.1.1	Synset('line.n.11')		other_cos-45.4	Synset('activity.n.01')
calibratable_cos-45.6-1	Synset('framework.n.03')		other_cos-45.4	Synset('share.n.01')
calibratable_cos-45.6-1	dow		Synset('agent.n.05')	Synset('magnitude_relation.n.01')
Synset('emotion.n.01')	ebb		calibratable_cos-45.6-1	Synset('monetary_unit.n.01')
Synset('bodily_process.n.01')	Synset('mistreatment.n.01')		judgement-33	Synset('professional.n.01')
appear-48.1.1	Synset('indefinite_quantity.n.01')		calibratable_cos-45.6-1	Synset('capital.n.01')
continue-55.3	lebanon		Synset('person.n.01')	run-51.3.2
get-13.5.1	Synset('start.n.01')		Synset('large_indefinite_quantity.n.01')	Synset('component.n.01')
begin-55.1-1	Synset('discussion.n.02')		Synset('person.n.01')	Synset('organization.n.01')
contiguous_location-47.8	Synset('tax.n.01')		calibratable_cos-45.6-1	Synset('time_unit.n.01')
characterize-29.2-1	Synset('merchant.n.01')		calibratable_cos-45.6-1	Synset('cereal.n.01')
Synset('emotion.n.01')	ebb		Synset('value.n.02')	Synset('flow.n.01')
Synset('capitalist.n.02')	Synset('shelter.n.01')		Synset('value.n.02')	Synset('gathering.n.01')
confine-92-1	Synset('communication.n.02')		Synset('monetary_unit.n.01')	Synset('property.n.02')
bring-11.3	Synset('capitalist.n.02')		Synset('funds.n.01')	Synset('withdrawal.n.03')
Synset('economic_process.n.01')	Synset('negative_stimulus.n.01')		Synset('precious_metal.n.01')	send-11.1
Synset('tax.n.01')	Synset('curiosity.n.01')		Synset('attraction.n.01')	Synset('rubbish.n.01')
Synset('value.n.02')	Synset('attraction.n.01')		Synset('activity.n.01')	Synset('gathering.n.01')
appear-48.1.1	Synset('substance.n.07')		calibratable_cos-45.6-1	Synset('fuel.n.01')
Synset('income.n.01')	characterize-29.2-1-2		calibratable_cos-45.6-1	Synset('assets.n.01')
begin-55.1-1	Synset('lipid.n.01')		appear-48.1.1	Synset('insufficiency.n.03')
near	Synset('product.n.02')		other_cos-45.4	Synset('commercial_enterprise.n.01')
appear-48.1.1	Synset('gathering.n.01')		appear-48.1.1	Synset('attempt.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		Synset('monetary_unit.n.01')	Synset('precious_metal.n.01')
calibratable_cos-45.6-1	dow		contribute-13.2-1	Synset('object.n.01')
other_cos-45.4	Synset('lipid.n.01')		Synset('activity.n.01')	forbid-67
ferret-35.6	Synset('condition.n.01')		calibratable_cos-45.6-1	Synset('funds.n.01')
Synset('merchant.n.01')	focus-87		crane-40.3.2	correspond-36.1
appear-48.1.1	Synset('weapon.n.01')		Synset('adult.n.01')	Synset('serviceman.n.01')
await	Synset('merchant.n.01')		Synset('attraction.n.01')	send-11.1-1
Synset('motor_vehicle.n.01')	correspond-36.1		murder-42.1-1	hurt-40.8.3-2
indicate-78-1	Synset('scientist.n.01')		Synset('happening.n.01')	queens
appear-48.1.1	Synset('emotion.n.01')		Synset('person.n.01')	Synset('motion.n.06')
Synset('value.n.02')	Synset('attraction.n.01')		stop-55.4-1	Synset('gathering.n.01')
stop-55.4-1	Synset('organization.n.01')		appoint-29.1	Synset('civil_authority.n.01')
exist-47.1-1	Synset('merchant.n.01')		Synset('value.n.02')	send-11.1-1
Synset('military_action.n.01')	carry-11.4		Synset('discussion.n.02')	Synset('order.n.03')
Synset('assets.n.01')	Synset('explosive_device.n.01')		disappearance-48.2	Synset('arab.n.01')
Synset('discussion.n.02')	continue-55.3		consume-66	Synset('point.n.06')
Synset('collection.n.01')	await		calibratable_cos-45.6-1	Synset('value.n.02')
amuse-31.1	Synset('income.n.01')		stop-55.4-1	Synset('gathering.n.01')
Synset('person.n.01')	become		Synset('lipid.n.01')	iraq
exist-47.1-1	Synset('legislature.n.01')		Synset('choice.n.02')	Synset('building.n.01')
appear-48.1.1	Synset('conflict.n.01')		Synset('idea.n.01')	future_having-13.3
contribute-13.2-1	dow		calibratable_cos-45.6-1	Synset('activity.n.01')
Synset('gathering.n.01')	Synset('body.n.02')		Synset('activity.n.01')	Synset('discussion.n.02')
peer-30.3	Synset('capitalist.n.02')		stop-55.4-1	Synset('framework.n.03')
appear-48.1.1	Synset('reimbursement.n.01')		Synset('income.n.01')	Synset('motor_vehicle.n.01')
calibratable_cos-45.6-1	Synset('approval.n.04')		appear-48.1.1	Synset('slav.n.01')
Synset('activity.n.01')	japan		appear-48.1.1	Synset('monetary_unit.n.01')
Synset('slav.n.01')	bosnia		bump-18.4	Synset('airplane.n.01')
admire-31.2	Synset('sound.n.04')		calibratable_cos-45.6-1	dow
amuse-31.1	Synset('customer.n.01')		stop-55.4-1	Synset('precious_metal.n.01')
Synset('attempt.n.01')	Synset('agent.n.03')		appear-48.1.1	Synset('happening.n.01')
Synset('emergence.n.01')	Synset('precious_metal.n.01')		stop-55.4-1	Synset('monetary_unit.n.01')
begin-55.1-1	Synset('class.n.03')		Synset('happening.n.01')	Synset('organization.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		Synset('attraction.n.01')	Synset('sphere.n.05')
bump-18.4	Synset('motor_vehicle.n.01')		murder-42.1-1	jersey
Synset('attraction.n.01')	Synset('rubbish.n.01')		amuse-31.1	Synset('activity.n.01')
calibratable_cos-45.6-1	Synset('artifact.n.01')		appear-48.1.1	Synset('value.n.02')
Synset('indefinite_quantity.n.01')	Synset('merchant.n.01')		calibratable_cos-45.6-1	Synset('value.n.02')
bump-18.4	Synset('airplane.n.01')		indicate-78-1	disappearance-48.2
calibratable_cos-45.6-1	Synset('monetary_unit.n.01')		Synset('precious_metal.n.01')	Synset('degree.n.01')
Synset('emotion.n.01')	Synset('economic_process.n.01')		Synset('value.n.02')	Synset('time_unit.n.01')
Synset('discussion.n.02')	linger-53.1-1		Synset('organization.n.01')	Synset('commerce.n.01')
near	Synset('point.n.06')		Synset('broadcasting.n.02')	Synset('telegram.n.01')
calibratable_cos-45.6-1	Synset('gathering.n.01')		escape-51.1-2	Synset('property.n.02')
Synset('tax.n.01')	Synset('curiosity.n.01')		other_cos-45.4	Synset('organic_process.n.01')
Synset('time_period.n.01')	Synset('animal.n.01')		Synset('activity.n.01')	get-13.5.1
stop-55.4-1	Synset('building.n.01')		Synset('monetary_unit.n.01')	Synset('time_unit.n.01')
appear-48.1.1	Synset('choice.n.02')		Synset('idea.n.01')	clinton
Synset('happening.n.01')	near		Synset('time_period.n.01')	bring-11.3
escape-51.1-1	Synset('region.n.03')		Synset('activity.n.01')	bump-18.4
get-13.5.1	Synset('case.n.01')		characterize-29.2-1	Synset('plan_of_action.n.01')
near	Synset('race.n.01')		Synset('time_period.n.01')	bring-11.3
